path,size_bytes,category,staging_policy,future_destination,provenance_reference,notes
output/imagegen/runtime-v1/bug-slayer-geist-pixel-typography-validation-runtime-v1.png,1463494,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/bug-slayer-geist-pixel-typography-validation-runtime-v1.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-intro-panel-frame-runtime-v1.png,1176,runtime-approved,stage-runtime,game/public/assets/ui/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-intro-preview-en-runtime-v1.png,236858,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-intro-preview-es-runtime-v1.png,238262,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-language-select-background-runtime-v1.png,536410,runtime-approved,stage-runtime,game/public/assets/ui/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-language-select-button-states-runtime-v1.png,1065,runtime-approved,stage-runtime,game/public/assets/ui/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-language-select-four-states-comparison-runtime-v1.png,185075,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-language-select-preview-confirmed-runtime-v1.png,525371,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-language-select-preview-en-focus-runtime-v1.png,525643,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-language-select-preview-es-focus-runtime-v1.png,525714,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-language-select-preview-neutral-runtime-v1.png,524625,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-main-menu-background-runtime-v1.png,442193,runtime-approved,stage-runtime,game/public/assets/ui/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-main-menu-preview-en-runtime-v1.png,447769,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-main-menu-preview-es-runtime-v1.png,449144,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-pause-bilingual-comparison-runtime-v1.png,185775,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-pause-menu-frame-runtime-v1.png,1684,runtime-approved,stage-runtime,game/public/assets/ui/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-pause-preview-en-runtime-v1.png,570443,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-pause-preview-es-runtime-v1.png,571173,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-results-bilingual-comparison-runtime-v1.png,169579,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-results-panels-runtime-v1.png,3696,runtime-approved,stage-runtime,game/public/assets/ui/,output/imagegen/runtime-v1/bug-slayer-results-panels-runtime-v1.md,"Consumir únicamente la celda de derrota; la celda de victoria queda sin registrar"
output/imagegen/runtime-v1/bug-slayer-tutorial-preview-en-runtime-v1.png,957701,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-tutorial-preview-es-runtime-v1.png,957499,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-tutorial-transition-bilingual-comparison-runtime-v1.png,511522,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-tutorial-transition-kit-runtime-v1.png,1860,runtime-approved,stage-runtime,game/public/assets/ui/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-ui-cross-screen-continuity-runtime-v1.png,1945906,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/bug-slayer-ui-cross-screen-continuity-runtime-v1.md,"Composición de continuidad; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-ui-feedback-animations-runtime-v1.png,172307,runtime-approved,stage-runtime,game/public/assets/ui/,output/imagegen/runtime-v1/bug-slayer-ui-feedback-animations-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-ui-icons-runtime-v1.png,292263,runtime-approved,stage-runtime,game/public/assets/ui/,output/imagegen/runtime-v1/bug-slayer-ui-icons-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/bug-slayer-ui-runtime-validation-overview-v1.png,970228,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/bug-slayer-victory-preview-en-runtime-v1.png,445967,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/bug-slayer-victory-preview-es-runtime-v1.png,446759,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/cast-hornet-aerial-router-base-tileset-runtime-v1.png,126494,runtime-approved,stage-runtime,game/public/assets/tilesets/,output/imagegen/runtime-v1/cast-hornet-aerial-router-base-tileset-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-aerial-router-complete-area-runtime-v1.png,3597681,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/cast-hornet-aerial-router-machinery-effects-runtime-v1.png,108697,runtime-approved,stage-runtime,game/public/assets/effects/environment/,output/imagegen/runtime-v1/cast-hornet-aerial-router-machinery-effects-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-aerial-router-props-atlas-runtime-v1.png,91292,runtime-approved,stage-runtime,game/public/assets/tilesets/props/,output/imagegen/runtime-v1/cast-hornet-aerial-router-props-atlas-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-aerial-router-state-1-exploration-runtime-v1.png,3601251,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/cast-hornet-aerial-router-state-2-swarm-encounter-runtime-v1.png,3609265,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/cast-hornet-aerial-router-state-3-cleared-runtime-v1.png,3606003,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/cast-hornet-aerial-router-three-states-comparison-runtime-v1.png,352605,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/cast-hornet-casting-swarm-impact-runtime-v1.png,6873,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/cast-hornet-casting-swarm-impact-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-casting-swarm-projectiles-runtime-v1.png,3416,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/cast-hornet-casting-swarm-projectiles-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-casting-swarm-runtime-v1.png,86700,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-casting-swarm-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-damage-runtime-v1.png,133636,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-damage-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-defeat-runtime-v1.png,99030,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-defeat-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-flight-runtime-v1.png,128785,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-flight-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-idle-runtime-v1.png,125211,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-infected-idle-runtime-v1.png,124932,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-infected-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-mismatch-dive-runtime-v1.png,111462,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-mismatch-dive-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-type-shift-runtime-v1.png,48170,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-type-shift-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/cast-hornet-type-sting-runtime-v1.png,117499,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/cast-hornet-type-sting-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/compilation-garden-base-tileset-runtime-v1.png,134499,runtime-approved,stage-runtime,game/public/assets/tilesets/,output/imagegen/runtime-v1/compilation-garden-base-tileset-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/compilation-garden-linear-area-runtime-v1.png,1069533,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/compilation-garden-linear-area-runtime-v1.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/compilation-garden-machinery-effects-runtime-v1.png,99703,runtime-approved,stage-runtime,game/public/assets/effects/environment/,output/imagegen/runtime-v1/compilation-garden-machinery-effects-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/compilation-garden-props-atlas-runtime-v1.png,88674,runtime-approved,stage-runtime,game/public/assets/tilesets/props/,output/imagegen/runtime-v1/compilation-garden-props-atlas-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/compilation-garden-scale-validation-runtime-v1.png,1072333,superseded-rejected,exclude-from-baseline,,output/imagegen/runtime-v1/compilation-garden-scale-validation-runtime-v1.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/compilation-garden-scale-validation-runtime-v2.png,1071639,superseded-rejected,exclude-from-baseline,,output/imagegen/runtime-v1/compilation-garden-scale-validation-runtime-v2.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/compilation-garden-scale-validation-runtime-v3.png,1071706,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/compilation-garden-scale-validation-runtime-v3.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/compilation-garden-state-1-arrival-runtime-v1.png,1070308,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/compilation-garden-state-2-encounter-runtime-v1.png,1072713,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/compilation-garden-state-3-victory-runtime-v1.png,1074350,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/compilation-garden-three-states-comparison-runtime-v1.png,312466,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/conversion-hive-concept-sheet-runtime-v1.png,1096625,superseded-rejected,exclude-from-baseline,,output/imagegen/runtime-v1/conversion-hive-concept-sheet-runtime-v1.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/conversion-hive-concept-sheet-runtime-v2.png,1067383,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/conversion-hive-concept-sheet-runtime-v2.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/holographic-dachshund-materialize-idle-runtime-v1.png,42644,runtime-approved,stage-runtime,game/public/assets/sprites/v4lk/,output/imagegen/runtime-v1/holographic-dachshund-materialize-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/infected-minion-summon-runtime-v1.png,58796,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/infected-minion-summon-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/initial-office-base-tileset-runtime-v1.png,72853,runtime-approved,stage-runtime,game/public/assets/tilesets/,output/imagegen/runtime-v1/initial-office-base-tileset-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/initial-office-dialogue-message-runtime-v1.png,33905,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/initial-office-dialogue-window-runtime-v1.png,92000,runtime-approved,stage-runtime,game/public/assets/effects/,output/imagegen/runtime-v1/initial-office-dialogue-window-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/initial-office-machinery-effects-runtime-v1.png,42757,runtime-approved,stage-runtime,game/public/assets/effects/environment/,output/imagegen/runtime-v1/initial-office-machinery-effects-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/initial-office-narrative-four-states-composition-runtime-v2.png,1016618,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/initial-office-narrative-four-states-composition-runtime-v2.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/initial-office-props-atlas-runtime-v1.png,48004,runtime-approved,stage-runtime,game/public/assets/tilesets/props/,output/imagegen/runtime-v1/initial-office-props-atlas-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/initial-office-state-1-dialogue-runtime-v2.png,238418,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/initial-office-state-1-inactive-runtime-v1.png,251274,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/initial-office-state-2-loading-runtime-v1.png,259177,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/initial-office-state-2-movement-runtime-v2.png,260520,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/initial-office-state-3-hologram-runtime-v1.png,259944,superseded-rejected,exclude-from-baseline,,ASSET-CLASSIFICATION.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/initial-office-state-3-loading-runtime-v2.png,256411,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/initial-office-state-4-hologram-runtime-v2.png,259132,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/initial-office-three-states-composition-runtime-v1.png,765149,superseded-rejected,exclude-from-baseline,,output/imagegen/runtime-v1/initial-office-three-states-composition-runtime-v1.md,Reemplazado o incompatible con el alcance vigente
output/imagegen/runtime-v1/legacy-grove-demo-fade-state-1-dim-runtime-v1.png,823424,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-demo-fade-state-2-near-black-runtime-v1.png,481186,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-final-extraction-state-1-lock-on-runtime-v1.png,1018596,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-final-extraction-state-2-transfer-runtime-v1.png,1016593,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-final-extraction-state-3-residue-runtime-v1.png,1016414,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-final-extraction-three-states-comparison-runtime-v1.png,317468,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-mycelial-reactivated-warning-runtime-v1.png,1017427,validation-reference,exclude-runtime,assets-source/validation/,output/imagegen/runtime-v1/legacy-grove-mycelial-reactivated-warning-runtime-v1.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-mycelial-reveal-state-1-aftermath-runtime-v1.png,1139337,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-mycelial-reveal-state-2-propagation-runtime-v1.png,1074447,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-mycelial-reveal-state-3-emergence-runtime-v1.png,1014091,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/legacy-grove-mycelial-reveal-three-states-comparison-runtime-v1.png,910270,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/mutable-widow-damage-runtime-v1.png,190712,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mutable-widow-damage-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-defeat-runtime-v1.png,170079,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mutable-widow-defeat-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-idle-runtime-v1.png,190292,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mutable-widow-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-infected-idle-runtime-v1.png,194359,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mutable-widow-infected-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-lair-base-tileset-runtime-v1.png,131944,runtime-approved,stage-runtime,game/public/assets/tilesets/,output/imagegen/runtime-v1/mutable-widow-lair-base-tileset-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-lair-complete-area-runtime-v1.png,2226849,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/mutable-widow-lair-machinery-effects-runtime-v1.png,125173,runtime-approved,stage-runtime,game/public/assets/effects/environment/,output/imagegen/runtime-v1/mutable-widow-lair-machinery-effects-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-lair-props-atlas-runtime-v1.png,97432,runtime-approved,stage-runtime,game/public/assets/tilesets/props/,output/imagegen/runtime-v1/mutable-widow-lair-props-atlas-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-lair-state-1-exploration-runtime-v1.png,2231641,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/mutable-widow-lair-state-2-dual-encounter-runtime-v1.png,2242750,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/mutable-widow-lair-state-3-cleared-runtime-v1.png,2240991,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/mutable-widow-lair-three-states-comparison-runtime-v1.png,239403,validation-reference,exclude-runtime,assets-source/validation/,ASSET-CLASSIFICATION.md,"Composición, preview o guía; no se carga directamente"
output/imagegen/runtime-v1/mutable-widow-reassignment-volley-impact-runtime-v1.png,3090,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mutable-widow-reassignment-volley-impact-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-reassignment-volley-projectile-runtime-v1.png,6371,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mutable-widow-reassignment-volley-projectile-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-reassignment-volley-runtime-v1.png,195967,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mutable-widow-reassignment-volley-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-scope-web-effects-runtime-v1.png,4132,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mutable-widow-scope-web-effects-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mutable-widow-scope-web-runtime-v1.png,131374,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mutable-widow-scope-web-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-corruption-progressive-atlas-runtime-v1.png,99148,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mycelial-corruption-progressive-atlas-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-monolith-dependency-takeover-network-runtime-v1.png,39967,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mycelial-monolith-dependency-takeover-network-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-monolith-dependency-takeover-runtime-v1.png,460355,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mycelial-monolith-dependency-takeover-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-monolith-idle-runtime-v1.png,462626,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mycelial-monolith-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-monolith-spore-injection-impact-runtime-v1.png,4942,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mycelial-monolith-spore-injection-impact-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-monolith-spore-injection-projectile-runtime-v1.png,10617,runtime-approved,stage-runtime,game/public/assets/projectiles/,output/imagegen/runtime-v1/mycelial-monolith-spore-injection-projectile-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/mycelial-monolith-spore-injection-runtime-v1.png,456419,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/mycelial-monolith-spore-injection-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/parse-mantis-damage-runtime-v1.png,165709,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/parse-mantis-defeat-runtime-v1.png,156632,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/parse-mantis-idle-runtime-v1.png,149302,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/parse-mantis-infected-idle-runtime-v1.png,152122,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,output/imagegen/runtime-v1/parse-mantis-infected-idle-runtime-v1.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
output/imagegen/runtime-v1/parse-mantis-linear-attack-runtime-v1.png,165065,runtime-approved,stage-runtime,game/public/assets/sprites/enemies/,ASSET-CLASSIFICATION.md,PNG runtime normalizado; conservar nombre hasta AssetManifest
